Tweets	partition	Topics
earthquake construction outside dumb	train	0
people n state impacted tornado amp flood damage sue trump money demanding self tr	train	1
new news post cyclone debbie heavy rain hamper recovery effort many still without power	dev	3
love valley native make best flood	train	1
fuck country hard every waking moment amp flood america disease ridden illegals hillaryclinton	train	1
canadian wildfire increase tenfold cut evacuee	dev	2
unfortunately debbie done damage able make show newcastle tonight due	dev	3
welcome presh kalu blog ex cyclone debbie force mass closure queenslan	train	3
another day another earthquake	train	0
earthquake trippin lmao	train	0
risk disaster due heavy rain please pay attention river flooding landslide particular	dev	1
people keep asking good safe live cyclone debbie causing flooding	train	3
saraheyacco flood yard	train	1
bruhh wtf think felt earthquake	train	0
meet today tomorrow since husband getting home flood working	train	1
utah heavy rain southern part state flash flooding caused major destruction	train	1
largest earthquake several year shake southern california causing landslide santa cruz island	test	0
definitely earthquake daly city	train	0
important flood twitterverse rather number insane ramblings	train	1
cyclone debbie hit south east queensland	test	3
wildfire sweep across northern california dead new york time	test	2
sarahmayc hi sarah fiona bbc would like talk cyclone debbie dm pls x	train	3
shute harbour war zone cyclone debbie	train	3
flash flood alert female might see	train	1
fatal wildfire char northern california wine country	train	2
tropical torrent ex cyclone debbie head way radio new zealand	train	3
water rise logancc great know recoveryqld team helping affected	dev	3
icing poop cake earth climaxing taking psychic dump	dev	0
pollytics wind turbine strike	train	3
love thunderstorm flood watch going fuck firework	train	1
smoke reached sf made really muggy eerie morning	train	2
basement starting flood finally given u reason clean storage room	train	1
yep welcome effect tropical cyclone debbie going pretty	test	3
felt earthquake wtf blooood shit mayne	train	0
well earthquake cldnt ignore	train	0
wot wet weather plan today	test	3
anyone else feel like second	train	0
sparing thought cockatoo airlie queensland hit cyclone debbie	train	3
dang great neighbour godluvya	train	2
let flood basement friend	train	1
dinner date mikesy bunnysy commitment must keep say despite rain flood	train	1
week senate spending defense flood insurance nominee	train	1
case home turn power move item may damaged upstairs	train	1
bay area friend day volunteer many home lost people animal need help	train	2
liberty grl bobbyhampshire baseballcrank want flood workforce want let law su	train	1
bay area little aka maybe richter scale	test	0
important read mid atlantic climate change make flood likely damaging expert say via wvgazettemail	train	1
school get cancelled rain cyclone debbie	train	3
today joyous day day car died second ellicott city flood finally got car back	train	1
banquozghost leftover debbie quite naughty flood got used lived wauchope	train	3
sunshine need rain plenty especially wildfire fort st john	train	2
caused flood great continent save tellius submerged watery tomb	train	1
live continent everything want kill yeah	train	3
smoke wildfire canada blow montana great fall tribune	train	2
mini earthquake sf	train	0
earthquake whitehouse would blame hamas anti semitism	dev	0
smoke ft mcmurray wildfire high western lk erie check sunset p unusual hue	train	2
wishing good luck wildfire close	train	2
dear cyclone debbie fuck	train	3
wildfire mn night dat noodle dj loft coincidence probably	train	2
ragnarrex breitbartlondon liberal would eventually want flood muslim along people fro	train	1
th felt czech republic last hour	train	0
home without power queensland devastation cyclone debbie	train	3
family house valley got majorly flooded morning family okay thank goodness	train	1
like wildfire day payment assist kqvg	train	2
elderly napa county couple found dead devastating wildfire sweeping northern california	dev	2
requisite architectonics flood insurance rented stripe wcrjqyum	train	1
canadian drive burning city seeking safety wildfire	train	2
flash flood warning pm edt area north charleston south spencer wv wowk news	dev	1
new flood barrier installed across south lanarkshire	train	1
pretty sure building shook bit	train	0
terrifying even imagine must people	train	2
wait friend ask ok lmao one around feel	train	0
heavy rain landslide flood warning keep coming	dev	1
magnitude earthquake shake san francisco bay area centered near oakland	test	0
xtinamarino way let dummy flood internet	train	1
obvious least yr desperately need air support wildfire life resident depend	train	2
youranonnews maybe basement could flood zone	train	1
bro wtf showering amp earthquake happened thought water going fall harder	train	0
rescue effort hit flooding amid rain	train	3
school closed brisbane brace nightmare cyclone debbie wake	dev	3
guess also wildfire lake hattie township also contributing smoke air	train	2
smoke come north valley ugh feeling bad losing everything	train	2
rain minute first time feel like forever lose power get flash flood alert phone lol	dev	1
montana army national guard air force evacuate bible school student trapped flood wash road	dev	1
aware potential smelling smoke morning across northern iowa	train	2
fort mcmurray wildfire timeline disaster	train	2
fuck actually lil earthquake america quaking presence bts	test	0
aaah earthquake san francisco tiny still	train	0
yo earthquake windy fuck	train	0
huge earthquake oml	train	0
yahoonews home get reduced rubble aftermath canadian wildfire left thousand displaced	train	2
part northern nsw south east queensland flood levee lismore overflow s say	train	3
thank cyclone debbie school	train	3
gt cape breton bride blown away dress donation fort mcmurray wildfire	dev	2
queenslanders coping cyclone debbie	train	3
drone view damage insurer hit cyclone debbie claim via smh	train	3
lot damage seen across airlie beach cyclone debbie thanks keeping u update earthuncuttv	train	3
cyclone debbie queensland big wet brings widespread flooding north via youtube	train	3
awoke dream bus traveling rain flooding	train	1
wildfire sweep across northern california dead	train	2
swear people know act earthquake happens everyone hop twitter tweet bout	dev	0
tourist flood place summer bad enough keep seeing taylor news everywhere pop	train	1
got stuck car hour th july flood exact area forced pull someone	train	1
wow bridge normally mtrs logan river	train	3
mom foreal made turn tv see could hear mf earthquake	train	0
intoooo flood agaaaaain	train	1
criticalandroid going break soon major storm likely u die flood	test	1
shocking photo queensland cyclone debbie destruction	train	3
one album got wrecked flood	train	1
nigga ready gtfo earthquake	train	0
northern nsw bearing brunt ex cyclone debbie major flooding mass	train	3
given intensity wildfire canada point carbon reduction target	train	2
dad loving extraaaa lol scared go garden night n said grab flood lig	train	1
want brownie earthquake	train	0
weekend noosa via airbnb cancelled le day notice got full refund	train	3
reason prep beforehand	train	3
thought earthquake going hit harder scared lol	train	0
ex cyclone debbie people trapped flood around mackay live	train	3
flee alberta wildfire nytimes role el nino global warming henryfountain	train	2
drove smoke one wildfire last week glacier point road burning sin	train	2
feel small earthquake san francisco	train	0
good god would earthquake middle warrior game smh	dev	0
sad terrible event	train	2
flooding gardner road rochedale photo jezza raaz live coverage ch queenland	dev	3
people making fun earthquake last one laughing would tempt god	train	0
got land shark	train	3
first time life school cancelled weather cyclone debbie messing	dev	3
even imagine people must feel prayer canada f c	train	2
guac feel come big earthquake stgo	dev	0
said pr gt rt ap breaking trump say california state deal devastating wildfire	test	2
people still without power bowen ameliaadam	train	3
therickydavila flood emergency able go real kid jail plan b anything	train	1
pakistan flood toll revised army fly help	dev	1
aw hell high af earthquake scared	train	0
amount devasatation happeneing year horrible hurricane fire earthquake shooti	train	2
called morning saw flood text answer arrived school tried call	train	1
guess smoke wildfire california making epic sunset tonight	train	2
thought affected california wildfire	train	2
theage fuck country year le turn population flood	train	1
scared bbc news canada wildfire blaze disrupts convoy near fort mcmurray	train	2
earthquake scared tf omg	train	0
k forreal though ask flood know talkin bout	train	1
please pray bridgeville last night flash flood affected many people	dev	1
creeping wildfire smoke threat california wine people actually taste	train	2
hmmm either someone moving building earthquake	train	0
know afraid left wallet apartment expected flood water rise	train	1
california wildfire kill least reported missing wine country via fox news	test	2
sindeecyanide like slept earthquake parent like everything ok	train	0
flash flood warning part monroe marshall wetzel county pm	train	1
debbie make landfall	dev	3
earthquake east bay ktvu	dev	0
canadian convoy wait dawn hoping flee wildfire zone canadian official	train	2
basically california fire amp people still think shit natural occurrence lol smh	dev	2
felt like earthquake	dev	0
cyclone debbie storm likely add great barrier reef woe scientist say via r worldnews	dev	3
skynews terrifying canada wildfire may double size two rcmp police officer wear gas mask smoke	train	2
day shitty day least time reason fuck ex tropical cyclone debbie	train	3
somebody ask question flood killed cow katsina miyetti allah flood	train	1
fuck bitchass earthquake soup spilled	train	0
smart phone discover website flood inbox full hungry interested prospect	train	1
wildfire california might something earth amp change century amp maybe even human impact know though	train	2
rained hard back room work flooded manhole cover road front popped wa	train	1
kathygriffin alt myname stilletos flood mean girl jacket kiddy jail	train	1
felt like small one	train	0
ex cyclone debbie people trapped flood around mackay live	dev	3
earthquake occurred near ghasre shirin kermanshah utc	test	0
northern california wildfire kill least	train	2
southern california last week	train	2
california wine country threat six uncontained wildfire breitbart	train	2
due hitting se qld ex general enquiry line closed fault emergency call	test	3
rain nagpur rain little flood	train	1
hawleydp shamash please strike one flood	train	1
number help put northern california wildfire perspective	dev	2
know flood bathroom bath	train	1
tiny baby earthquake berkeley	train	0
couple married year die together california wildfire	train	2
flash flood warning scared shit outta	test	1
post cyclone flood abcnews theprojecttv sunriseon breakfastnews newsqueensland	train	3
rescuer racing time rain threaten flood cave oxygen level drop	train	1
magnitude earthquake km se volcano hawaii	test	0
tedlieu twist russia tit turning oil production flood market move needle	train	1
henry cejudo burn right foot loses olympic gold medal california wildfire evacuation	train	2
magnitude earthquake shook building oakland california monday night	test	0
triblive thunderstorm flash flood warning issued area strong storm	train	1
hazy sky fiery red sunset due canadian wildfire smoke drifting overhead may even smell smoke	train	2
steveuyehara crazy possibly month clear get completely flood	train	1
wildfire evacuee glimpse burned city way south	dev	2
hullo earthquake tweet	train	0
tell torus amos little earthquake sf boyfriend first since living	train	0
watch flame burn near road couple flees california wildfire	train	2
aunt house flooded flood insurance pick sandbag sewer line bust canal overflow	train	1
cyclone debbie giving lass p	train	3
image show devastation california wildfire many dozen	train	2
cyclone debbie monster storm make landfall australia	dev	3
alt man k customer without power due heavy thunderstorm still assessing damage debbie	train	3
big earthquake come want let know love	train	0
wildfire evacuee required check north peace arena fort st john contact	train	2
wildfire day canada multifactorial potential fort mcmurrays san diego colorado austin	train	2
devastating see widespread destruction anywhere close enough see smell smoke	train	2
hello earthquake owo	train	0
brilliant much love	train	2
hurricane harvey victim hit flooding	train	1
cyclone debbie school south east queensland closed wild weather move	dev	3
al jazeera canada wildfire likely double size official	train	2
thinking positive safe wish home state colleague friend family affected fire	train	2
target australia charge water cyclone debbie via mailonline	train	3
satellite record deadly california wildfire credit cira rammb noaa via storyful	train	2
gate clown told bout flood street	train	1
voice thunder lightning great earthquake since men w	test	0
cleaning careful asbestos older building protective gear must	train	3
canada active wildfire map	train	2
wildfire leaf post apocalyptic aftermath alberta ten thousand di	train	2
weekend escape cyclone debbie get house saturday grand opening	train	3
alberta displaced people thousand home share donate	train	2
carolynhailston flood alert	dev	1
massive tunnel system answer houston flood woe via texastribune	dev	1
lmao got flash flood warning good bye folk	test	1
flood irreversibly impacted since city working towards preventing lev	train	1
taotu flood timeline like people going unfollow ab yellamo salohcin tomorrow	train	1
erm abg sblom news spread like wildfire pls ask judge talk though knw everytin	train	2
wildlife often forgotten nature strike blow hope good people north amp central qld keepi	train	3
unfortunately know care illegal voter need republican office california	train	2
risk new blaze fort mcmurray wildfire creates lightning	train	2
wow actual underwater video footage taneycomo flood damage cleanup ozarks water watch beaver table rock	train	1
flood rising quickly ngl lowkey scared	train	1
climatologist explains condition primed fire california	train	2
bunch errand risk flood eternal traffic paki kuha ng paddle board sa bodega	test	1
photo massive wildfire fort mcmurray alberta forced people fro	train	2
didgin end cyclone debbie via youtube	train	3
think fairly large sized earthquake felt san bruno	train	0
cool asthma wanted	train	2
wildfire sweep across northern california dead	train	2
lismore northern river hit aftermath nsw premier gladysb	train	3
wildfire kill california wine country	test	2
imagine life turned upside f c	train	2
brisbane weather ex tropical cyclone debbie samford via youtube	train	3
either small earthquake really windy outside	train	0
alberta wildfire look heartbreaking thing caught	train	2
tenant home damaged cyclone debbie must continue pay rent via domaincomau	train	3
shaking disrupting warrior game	train	0
state emergency issued due wildfire north fort st john	train	2
via npr public calamity california wildfire leave apocalyptic scene wine country	train	2
trippin small earthquake	train	0
gold coast school shut today business asked close lunchtime ex cyclone debbie nears	dev	3
year louisiana resident get flood protection need editorial	train	1
day torrential rain lead texas worst flooding since hurricane harvey	train	1
take cat people rescuing pet stranded alberta wildfire via vicenews	train	2
vehicle packed evacuee flee wildfire	train	2
american friend never enter floodwaters australia little fella swam long way inland	train	3
wildfire leave dead california resident return burnt home	train	2
aaaron yeah smack bang middle hahaha aftermath cyclone debbie	train	3
forecast rain amp crocodile	train	3
low pressure system formerly known cyclone debbie hit sunny coast dog happy	train	3
canadian convoy wait dawn hoping flee wildfire zone fort mcmurray alberta ap	train	2
flooding photo taken morning	train	3
updated closure map flood impacted area today able open wi riverside wi	train	1
stranger help bride get new dress lost massive wildfire	test	2
vehicle packed evacuee flee wildfire	train	2
let u play game called earthquake plane flying closer usual since live right block airport	dev	0
go girl family wish everyone affected cyclone debbie best especially bowen	train	3
small as bitch as earthquake	train	0
damaged cell tower create communication problem northern california fire zone	train	2
home sratliff fort mcmurray wildfire first clear satellite image show deserted street burned home	train	2
biaus stationmum ever loving splash mud puddle honey	train	3
people dead uncle property half gone neighbor house ash please anything yo	train	2
never seen road flood fast lc	train	1
ex tropical cyclone debbie moving south toward northern nsw thursday st march bringing potential heavy rain	train	3
know earthquake much caffeine today	train	0
great terrifying data thanks sharing lukitasss	train	3
report almost tropical cyclone level scary enough poor folk north going thru	dev	3
anyone else see dragon picture wildfire canada	train	2
krashe chunkled need photo flood thread flood everything photo	train	1
place rather spend birthday seoc floor	dev	0
ok nice sized earthquake	train	0
climate action repeatedly drowned devastating surge flood money fossil fuel industry	train	1
taking kid school week summer art camp brought back flood memory remembered much e	train	1
magnitude earthquake km e kelseyville ca	test	0
flash flood warning came tv scared bad ew	test	1
today may two day th earthquake daddy lin said	test	0
thing slave lake wildfire survivrs wish knwn ear ag	train	2
ohhh shit earthquake	train	0
going live cnni around minute discussing landfall australia	dev	3
evan almighty hr g god summons narcissistic evan build ark preparation flood meanwhil	train	1
albertan watch phone wildfire consumes home	train	2
whooooo ready simultaneous earthquake basketball twitter	dev	0
ex tropical cyclone debbie	train	3
mygc ex tropical cyclone debbie full list road closure gold coast	train	3
magnitude earthquake km ene cape yakataga alaska	test	0
holy crap felt first earthquake	train	0
information alert wildfire may	train	2
hoo big earthquake	train	0
yes verafiles infrastructure agenda duterte nationwide guess flood control included	train	1
couple flood advisory issued portion noble monroe county oh well one	dev	1
six year later finally felt earthquake	train	0
let get right mean flood industrial complex immigrant gov	train	1
pointed question would people suffer spoiled amp wicked world	train	2
billbellis okay basement flood blaming	dev	1
tenerife volcano alert shock earthquake hit brit holiday favourite canary island	test	0
tryna eat ramen earthquake made spill	train	0
well pretty much exactly floodwaters	test	3
due cyclone debbie high risk flooding brisbane area consultation band	dev	3
barbaramaddux hi yes much south storm though debbie category cyclone	train	3
nice lil earthquake solid size	train	0
million evacuated due flooding landslide high temperature way pl	train	1
kimberlymanns terrylellis southern texas another flood day rain	train	1
first time felt earthquake heavy	train	0
fort mcmurray wildfire alberta grows firefighter hope rain nbcnews comfort	train	2
like amp sister would come school hr late whenever take alternative route bcos bad flood yet	train	1
shark sandbag surfing cyclone debbie brings flood queensland cnn	test	3
latest wenchuan year earthquake revitalizing sichuan brick tea	train	0
tropical cyclone debbie saw ausyfish utc	train	3
jhelum cross flood mark srinagar tribune	train	1
one want drive flood water often like surface	train	3
childhood friend would ask hand marriage instantly tear flood eye rolling tank top omislashsoldier	train	1
flash flood warning today seem midst pleasant soaking shower	test	1
deadly northern california wildfire dead thousand structure lost k without power	train	2
rossriverdam look like tsv get rain	train	3
professional firefighter swift water rescue team performing rescue give best today via abcnews	dev	3
week started working flood came closed whataburger work think sign	train	1
california fire dead others still missing	test	2
earthquake twitter activate	train	0
pineapple season begun tropical climate march july ad flood pineapple welcomed drop	train	1
never understood people build house right along river know flood sometimes right	train	1
going slander man kd yet going hold lose playoff next year flood gate fixing open	train	1
aerial photo show wildfire one california neighborhood via yahoo	test	2
killed pakistan flash flood buy	dev	1
breaking premier annastacia palaszczuk hold press conference regarding latest ex	train	3
timely article negleton given people qld need recover	train	3
looking forward georgie blame damage halal something could anything really	train	3
want road maroochy river video alex fraser watson live coverage ch queensland	train	3
class friday due flash flood severe thunderstorm warning look like break heat wave though	dev	1
kcrg public official credit group effort securing cedar rapid federal flood money	train	1
hmm look like caught tail end cyclone	train	3
canada evacuating people air massive wildfire continues grow fox news	dev	2
resident told stay indoors powerful cyclone debbie make landfall australia queensland	train	3
deadly wildfire tear northern california	train	2
raining hard week hope rain stop river start flood	train	1
wildfire latest lengthening lineage early wildfire northern reach globe	train	2
shocking image devastating wildfire northern california	train	2
awful death toll rising northern california fire thick haze downtown sf smoke drift south	test	2
pdchina used known china sorrow heavy rainfall flooding strike entire country without warning	train	1
dead twitter never fails w earthquake confirmation love	train	0
wonderful realdonaldtrump would also repeal jones act million american	train	2
sa emergency service deploy queensland	train	3
hi thanks flooding u amp cancelling school cyclone debbie	train	3
ocean flood submerging road nyc forever three big earthquake nyc got future god	dev	0
ok spoke soon earthquake	train	0
nigga feel earthquake holy fk	dev	0
need go home need help one community raised praying everyone family home	train	2
west va flash flood warning braxton lewis upshur county expiring pm edt	dev	1
sleep whole night bcs fear flood also prepare lunch box elder sister get enough sleep	test	1
whitsunday back game weathering cyclone debbie	dev	3
rain fall place totally filled water vehicle get stuck flood water must	test	1
many feel yet sadness time	train	2
top story reported missing sonoma county wildfire sacramento bee see	train	2
cyclone debbie make way top u school closed cancelling work day flash	train	3
intense blood orange sun intense wildfire smoke canada morning	train	2
whoa solid walnut creek	train	0
essential supply sorted bring ex cyclone debbie chevron island	train	3
rogerthatb dennisdmz kimtiques thank earthquake denuclearization event sure fake news	train	0
flash flood alert woke morning thanks	test	1
worldmetnews queensland cyclone debbie damage agriculture mining grazing	test	3
latest thanks eps tweet ccr homeinsured org	train	1
starting really feel effect cyclone debbie	train	3
spare thought exposed	train	3
looking forward thoughtful researched piece sporadic unpredictable wind power caus	train	3
flesh flood warning	train	1
cyclone debbie rose lol	train	3
elemtary school across subdivision even worse case flooding unfortunately afternoon batch h	train	1
picture deadly wildfire ravage california wine country via cnnphotos	train	2
community let u know help put touch volunteer	train	1
todayshow telling everyone stay road reporter ebony interviewed driving	dev	3
giant wave plastic garbage could flood u study say via sfgate	train	1
got expert advice fixing swimming pool water devastation cyclone debbie	train	3
cyclone debbie took power fav cafe one get coffee	train	3
everyone love earthquake twitter	train	0
hammekematt true lot thanks glad flood either	train	1
dear either job	train	2
electricity tower folded like cardboard north queensland following markbaileymp	dev	3
update road flooded monday flooded definitely fire work tonight street	train	1
usgs report another quake mile north okc earthquake tornado may	test	0
first earthquake felt luna first	train	0
idea flood immigrant train take country back send	train	1
sonoma son born santa rosa watch heart broken amp insulted man trump please go	train	2
rain boot necessity walked flood mine	train	1
australia ass cyclone debbie damage trtworld	train	3
apple highlight wildfire assistance apps wake alberta blaze	train	2
lmao earthquake hope die	train	0
earth burning away like end movie mother predicted	train	2
owner irish pub flee bar wildfire sweep canadian city	train	2
firework u tonight ena jamelah seem interested watching flood world show kprc	train	1
flooding around camp kid held water borne disease risk top everything e	train	1
bull shark found puddle cyclone debbie	train	3
dead missing deadly california wildfire rage see	train	2
thousand flee california wildfire persist president trump approves federal emergency	train	2
whoa earthquake weird felt like explosion	train	0
family really bout flood exposition park	train	1
big as earthquake	train	0
dynamic time day nature way pissing jackpines seed without fire	train	2
latest significant event daily thanks dljcss blogsciencebar caters news	train	1
absolute last thing community need right many still bailing monday flood	train	1
jazminuribe store flood	train	1
howard executive blast jealous using may flood partisan fundraising ploy	train	1
feel earthquake No	train	0
light green outline flash flood warning area harris spring south rain possible next	train	1
official live aware issue regarding fuel shortage	test	2
wow earthquake tryna nap	train	0
day back home wv flash flood watch	train	1
see hear thought prayer mind go immediately craven duplicity republican n	train	2
snapshot fire smoke california southern oregon go dynamic view	train	2
cyclone debbie rip roof fling boat onto land australia	train	3
flooded today amp somehow ended reading sudan flood story	train	3
lol earthquake action oakland	train	0
ring fire alert philippine struck earthquake	test	0
suffered flood lost baggage fire alarm malfunctionand good memory hawaii bu	train	1
new news post brisbane weather south east queensland hit flooding ex cyclone debbie	train	3
house almost flood rain cyclone debbie thanks s helping today much love mountain	train	3
saddest story ever live old die wildfire rip wsyx	train	2
ndrf team stationed flood prone area state ministry home affair	train	1
fleur anderson ok fleur cyclone debbie left dazed wine hand good stuff bottled water	train	3
story father turcotte principal lisa hilsenteger thank going beyond	train	2
insane people missing massive california wildfire	train	2
well guess finally experienced first lab earthquake way start week	train	0
rip little one	train	3
dinner table shake earthquake one bat eye	train	0
yo internet micro mama birthday go flood timeline annoying gifs	train	1
northern california wildfire claim least life k acre burn	dev	2
felt quick one	train	0
guy absolute moron either die call s swift water rescue put others life r	test	3
expect say fort mcmurray bride helped torontonians wildfire destroys gown	train	2
definitely felt one near temescal	train	0
northern california wildfire seen burning space monday nasaearth observing satellite	train	2
sun shine today subway flood bridge break lay dig	train	1
brisbane weather school close cyclone debbie hit	train	3
people missing massive california wildfire assault trumpers	dev	2
fort mcmurray wildfire evacuee head south mass road convoy	dev	2
part northern california ravaged intense wildfire consumed acre land	train	2
willie done made flood bathroom	train	1
brazilian never give noix sai olho ciclone mesmo	train	3
terrible wildfire canada hope weather get wet help extinguish many people fled home	train	2
update two die northern california wildfire raising death toll	train	2
thousand told evacuate ex cyclone debbie wreaks havoc lt see	train	3
flash flood watch heat wave end weekend beautiful	dev	1
timothyryanjp threat flood think lot rain	test	1
gc tropical cyclone debbie flash flooding school	train	3
cyclone debbie downgraded resident warned yet new daily	train	3
thought somebody dropped something roof	train	0
sacrificed back twice last year cleaning terrible flood penang ajskkakdka	train	1
video sent u jeremy goble show flooding rocky step road scott depot send u flooding video ph	train	1
iheart stm hometown experiencing river flood praying tokyo	train	1
delighted fleeing cyclone debbie last flight leave melbourne	train	3
cyclone debbie rain brisbane sydney snow victoria	dev	3
magnitude earthquake km sw leilani estate hawaii	test	0
definitely feel like flood basement kind day today	train	1
fort mcmurray wildfire alberta grows firefighter hope rain nbcnews comfort	test	2
photo aftermath cyclone debbie	test	3
work biscuit flood get tail end closed school uni campus fun	train	3
severe smoke impacting entire bay area multiple wildfire	train	2
stay away flood water	train	1
giant wave plastic garbage could flood study say	train	1
bro got everybody dm watching tea flood mf phone	train	1
cyclone debbie continues chaos australia	test	3
drenched cocky loses battle	train	3
people reported dead northern california wildfire	train	2
heavy rain flooded town	train	1
stunned amp amazed finally approves disaster declaration california wildfire red county	train	2
new news post cyclone debbie premier annastacia palaszczuk tour devastated community	train	3
going really die water flood bullshit	train	3
got flash flood warning	test	1
hope everyone high dry safe made cyclone debbie ok	dev	3
ferocious cyclone debbie action	test	3
cyclone debbie crazy betch got campus closed complain	train	3
muthafuckas work audacity call early work flood swear going though	train	1
look cyclone debbie australia	test	3
wow realize smoke would travel far	train	2
south east queensland lashed ex cyclone debbie	train	3
adding cyclone flood damaged property long list	train	3
heartlandoncbc surprise flood brought community closer together also surprised th	dev	1
wildfire grew hectare hectare day area larger city beyond human control	train	2
cape breton bride blown away dress donation fort mcmurray wildfire	dev	2
emergency alert flood watch went walking work think sign leave	train	1
military air support convoy evacuee unusual speaks unpredictability wildfire official cautious	dev	2
holy shit short strong earthquake	train	0
canadian convoy wait dawn hoping flee wildfire zone	train	2
kid like love	train	3
going act like damn near california fire accidental	train	2
abc cyclone debbie closed school student suffer	test	3
flash flood warning till awesome	dev	1
brian chovanec bobbyhampshire baseballcrank sure let u flood work force low skilled worker whil	train	1
california wildfire resident find devastation santa rosa	train	2
drove old street trying get work morning see old street flood water stay safe	train	1
massive convoy underway move evacuee stranded north fort mcmurray	train	2
day decide go australia zoo debbie cyclone decides bring rain u c TM f e	train	3
soooo guy felt earthquake right	train	0
every time feel earthquake check twitter make sure real lol	train	0
jonasf think radar tenacity caused earthquake san francisco	dev	0
wildfire endangering part billion weed industry	test	2
horrified read would fucking go flame abandoning olive	train	2
alberta wildfire emergency declared fort mcmurray	train	2
ayyeeee work got cancelled flood thank cyclone debbie	train	3
fucking earthquake tweaking	train	0
obligatory feel earthquake tweet	train	0
omg earthquake dat crazy bed hella moving	train	0
cyclone debbie devastating flood swallow lismore death fear rise acr via youtube	test	3
medium pack going instead sacrificing public right know flood crocodile	train	1
holy fuck feel earthquake	train	0
found truck flood plain upside hell rain know drowned	train	1
people without power feel lucky affected	test	3
interstate overseas friend bunkering brisbane remains cyclone debbie	test	3
working tan thanks cyclone debbie	train	3
nice smoky smell like nice camp fire outside	train	2
phone legit vibrates hardcore tired feeling like earthquake hand	dev	0
northern california fire	test	2
going ignore fact ausi unathi africa stout mean gate flood tear op	train	1
annnnndddddd power went cyclone debbie strike	train	3
ktvu bad one	dev	0
wildfire burn control across northern california dead new york time	train	2
going pop anyone see making nasty comment joke state california fire try	train	2
raining day flood everywhere cold	train	1
nothing suicidal thought flood brain fucking scared kill	train	1
along weekend enjoy irresponsibly heat deck expect wildfire	train	2
flash flood watch issued burn scar well area affected recent wildfire	train	1
felt earthquake bruh	train	0
queensland coal export	train	3
last day tough hometown lucky flood zone many neighb	train	1
oh tedious shit hated tidal wave earthquake something ex thick twat	dev	0
mentioned midday yesterday get upper atmosphere rt	dev	2
stuck flash flood right almost made home driveway apartment building flooded	train	1
anyone feel earthquake	train	0
lephantomwriter mm bts japjmy lukewaltham think yet might take week flood gone fast	train	1
debbie ex cyclone damage wet	train	3
cyclone debbie hit live school today people queensland please stay safe c	train	3
stevenraymorris lost mine flood	train	1
part reason left australia honest	train	3
better go check twitter see actually earthquake	dev	0
watch extended wildfire coverage tomorrow amp sunday pm pm city tv report scene evacuee story weather update amp	train	2
happy live sa seems qld nt get cyclone unfortunate though cyclone debbie god know many others hit	dev	3
smell smoke hard breathe leaving work tonight	train	2
wish gotten juangpareja	train	2
smoke visible way canadian wildfire ohio	test	2
university queensland shutting door today due ex cyclone debbie pretty big call	train	3
earthquake made wonder bad would quake stop watching assuming pow	train	0
simonrice yes tropical cyclone debbie finally made way coast longer cyclone going rain	train	3
big earthquake really coming omfg san francisco	train	0
cyclone debbie expert fear damage great barrier reef bbc news bbc uk news science	train	3
canada wildfire blaze disrupts convoy near fort mcmurray utc	train	2
really happy got flood warning drive virginia	dev	1
would awesome elonmusk conjured ad hoc fire retardant method protecting home need	train	2
imagine felt security traffic camera record chilling advance canada wildfire	train	2
manipulation flood insurance lead repeat disaster important story chronmc mizzousundevil	train	1
earthquake happens time go twitter	train	0
exciting finally got response insanely high property tax assessment put hurricane flooded n	train	1
california wildfire hit higher end wine hardest	train	2
year designing earthquake proof building geography mr lyng	dev	0
starrycynthia stuinsd mediumgrace never heard figured classic meaning flood	test	1
scary amp part	train	2
earthquake mean dub run	dev	0
weekly rainfall total large stretch central queensland mm	dev	3
cyclone debbie damage home cut power australia via	train	3
mashable syrian refugee fled war fleeing canada wildfire	test	2
still school earthquake hit tryna die school	train	0
south east queensland school shut ex cyclone track south via abcnews	train	3
flooding queensland australia rt chopperdaveqld	test	3
oh precious planet hand wringing hard sacrificial carbon counting smoke	train	2
clean safe hand premier annastacia palaszczuk brigadier christopher field via abcnews	train	3
flash flood watch effect along amp south line cedar rapid manchester galena	train	1
long til westbrook lakers flood rumor mill	train	1
swear stl always floodin	train	1
ryannannudavies hate g mate good winter terrible condition even flood f	train	1
know people feel syrian refugee help fort mcmurray wildfire evacuee	train	2
cyclone debbie tail hitting u today getting flooded said going get worse	train	3
yep getting bit drenched right	train	3
laura good good reality tv show u ricky reality tv show called news	train	3
cyclone debbie hit overnight flooded shift got cancelled park lowkey flooding lost power	train	3
least dead cal wildfire tweet trump	train	2
hi earthquake twitter	dev	0
force canadian city evacuate	train	2
ex cyclone debbie mm rain extensive localised flooding expected around sunshine coast today	train	3
california newbie experienced first earthquake wept	dev	0
good morning friend	train	0
grown around wildfire know terrifying smoke cloud often look like nuke going	train	2
careful head onto street big storm via qldfes	train	3
school cancelled cyclone staying one important	train	3
car felt fuckin earthquake wtf	train	0
river dried came rain flood	train	1
tr mp sending ca thought prayer major earthquake lot	test	0
man tear flow person would bat eyelid lol	train	3
massive wildfire burning alberta gt	train	2
least people died california wildfire state fire agency director say cnn	test	2
thank universe flood finally got day work	train	1
guest evacuated today thankfully	train	3
degree got flash flood warning sure real drink alcohol thought	dev	1
wildfire sweep across northern california dead thomas fuller jonah engel bromwich julie turkewi	test	2
