Tweets	partition	Topics
la cabos international airport cabo san lucas reportedly closed sept due damage hurricane odile	train	3
must know typhoon effect child family via	train	7
baba ramdev adopt orphan nepal amp raise till adult uttarakhand flood burnol	train	10
urgent medical treatment food amp water provided partner survivor	train	10
j amp k flood kashmir employee resent order join duty ibnlive	dev	6
ebola infected american show sign recovery experimental cocktail	train	8
girl safe drinking water unicef supported informal camp kathmandu	train	10
closer look pagasa forecast track area typhoon direct path via project noah	train	7
killed evacuated flood start recede via	test	6
least five dead earthquake strike near northern chile robert kozak ryan dube lima peru	train	2
related note chile weathered earthquake well prepared wow	test	2
wave deadly attack spell gloom taliban peace talk	train	0
brampton civic hospital treating patient africa ebola like symptom cra	test	8
five dead earthquake shake chile coast tsunami warning lifted	train	2
typhoon hagupit make landfall philippine mile tacloban hit last year super typhoon	dev	7
u announces mn emergency assistance nepal	train	10
nepal india flood leave many dead bbc news bbc newsnepal india flood leave many	train	4
already end beloved still protects	train	0
infographic instruction make safe drinking water	train	7
want help recover quake cancel debt	test	10
smh trent breaking news dead hospitalised high salt consumption ebola prevention	train	8
stay safe everyone always pray	train	7
typhoon hagupit sweep across philippine	train	7
sharing hookah increase transmission coronavirus epidemic respiratory virus	dev	5
know earthquake n tsunami r really scared hope people chile calm soon	train	2
nepal flood landslide kill people india announces relief fund nrs million visit	dev	4
people dead nepal india china earthquake dead nepal	train	10
many dead nepal india flood link	train	4
taken friend moment ago pirate beach cove borongan e samar e	train	7
pakistani troop expand rescue flood hit area pakistani troop expand rescue operation f	train	6
thousand still stranded flood hit kashmir least dead divided himalayan region part p	train	6
video evidence transmission camel huma	dev	5
news arab news question amp answer session dr batool ali	train	5
nine district bihar hit flood lakh people affected outlook wire	train	4
ebola fg withdraws approval nano silva treatment minister health prof onyebuchi chukwu	train	8
violence war justified damage retaliation le inaction screwd respect	train	4
earthquake nepal devastating please help rally relief effort	test	10
forecast typhoon proved accurate agency kudos including	train	7
expert give cautious welcome sign stepped saudi effort deadly mers virus	dev	5
must find missing people nepal	train	10
r rumor dat donating st day collection upcoming movie	train	10
fm announced providing tonne rice support family hit	train	7
small pacific nation vanuatu hit powerful cyclone	train	9
first case deadly middle eastern virus found center disease control confirmed	train	5
rms expert extensive damage unreinforced masonry building amp facade caused	dev	1
everyone intense relationship goal goal getting relationship someone put wi	train	4
pam ayers air bbc r	train	9
earthquake chile one close panama like working way america scary forreal	train	2
earthquake pm amp president need immediately announce earthquake fund party contri	train	0
telnet attacked nc new caledonia	train	9
moved tragedy unprecedented flooding landslide uttarakhand india hhdl express sympathy	train	4
vanuatu cyclone pam go tonight p et help http	train	9
one protect child like mother poignant	train	6
usgs reporting magnitude earthquake chile coast km sw weaker last night much closer shore	train	2
earthquake hit nepal high risk landslide coming week study threat landslide mudslide	train	10
aze jb dozen feared dead huge tropical cyclone	train	9
pakistan army terrorizing people aerial firing	train	0
nepal pic hour apart crazy	train	10
earthquake update arranged delivery high energy biscuit affected people	train	0
ct patient w symptom recently traveled liberia admitted hospital	dev	8
southern california september gmt	train	0
largest quake year hit bay area causing damage napa wine country least go hospital	train	1
priority need food water shelter amp medication people need food assistance sit rep	train	10
flood response effort patient treated last day next camp planned week http	train	6
odile whatever remains would help ca drought problem going veer flood arizona instead	train	3
magnitude earthquake occurred mi ssw san pedro california detail map	dev	1
watching pakistan news shocked c people still waiting f help save life waheguru	test	0
people kathmandu stay safe	train	10
donate nepal disease usually follows earthquake	train	10
million people hitby	test	4
jammu amp kashmir facing worst flood year death toll touch	dev	6
bureau investigative journalism launched new project identify killed drone	train	0
damage photo cabo san lucas area head sea cortez	dev	3
foreigner visit kidnapped amp killed moment step outside airport thanks	dev	0
foreign affair department estimate canadian path cyclone pam	train	9
flood relief camp atthagarh green thinker india team awesome feeling feeling relaxed	train	4
lower punjab alert raging river head south lahore jhang multan peak exceptionally high flood	train	6
pm modi press briefing afghan pres talk nepal tragedy alone moment trage	train	10
chant go nawaz go pm nawaz sharif address flood victim azad kashmir amp sargodha apy e ty khendy c mian dy nar ry wagan gy	train	6
still get thru customer care number	train	10
waiting help girl child	test	0
earthquake damage popular napa california tourist destination sale	train	1
vanuatu monster cyclone kill displaces people devastating	train	9
glad folk alive seriously injured mexican military airlifting soon	train	3
expert gathered nepal week ago disaster happens bet made sure family member knew	train	10
hawaii region hawaii september gmt	train	0
usgs report km ese anza california utc	test	1
special commentary addressing ebola virus disease trauma news sierra leone	train	8
asia share wall street recovers ukraine driven slide	train	4
nn orange rainfall warning raised metro manila calabarzon via	train	7
death toll scary nepal quake reached haiti toll	test	10
dead flood wash away home nepal india kansa city star yahoo news dead flood wash awa	train	4
prayer nepal help comed	train	10
toll pakistan india flood rise news publishedse	train	6
updating interactive map reported damage check	test	1
cyclone pam devastates vanuatu climate expert sound alarm	dev	9
strong california quake shake famed wine country abc news	train	1
region need help wfff team encourages eat drink amp play napa	train	1
newborn baby girl abandoned lilo cebu via	train	7
one lakh thousand rescued flood ravaged jammu kashmir latest development rain st	train	6
child living shelter freshwota school vanuatu home destroyed people sleeping classroom	train	9
updated stats injury nearly critical injury aftershock uninhabitable building home without water	dev	1
ceo sat discus treatment	train	8
dead million shelter typhoon soak	dev	7
hurricane leaf many los cabos resident homeless without shelter	train	3
georgia usa athens clarke county northern california rocked magnitude earthqu	train	1
expecting severe localized damage health facility school road water system	train	2
update pm today dec typhoon ruby located km northwest masbate city masbate n e	dev	7
disease considered known used weapon include anthrax ebola source	train	8
put aside difference fighting till torrential rain flood stop altaf hussain http	train	6
death toll already passed due earthquake prayer victim	train	10
woke tragic news	train	2
provides humanitarian aid assist recovery effort	train	9
tsunami wave foot reported chile coast quake pacific tsunami warning center say via	train	2
india stunning series defeat england set flood angry criticism cricket mad nation amp press	train	4
thought prayer nepal earthquake victim fc	train	10
salute deir devotion always cum front help der country men relief good canb depositd cod dha	train	0
kill rishikesh obstructed	train	4
typhoon hagupit ruby community action	train	7
napa quake wine damage reach nc	train	1
world bank group conducting framework survey help provide input key development priority	test	0
har haal nepal ke saath would better phonetically appreciate gesture though	train	10
lame hoe early shoulda stayed bed witcha lame ass	train	4
dear god know hear prayer please make everyone safe amen f	train	7
jockeying good china india rush nepal aid wake quake beijing ap wedged	dev	10
borongan roxas warned resident near sea order forced evacuation unless evacuate tonight via	train	7
emergency mgmt earthquake napa calif leaf widespread damage	train	1
napa quake aftermath engineering expert blast napa california building cbs local	train	1
blog zero casualty reported weakened typhoon sweep across	train	7
florida show symptom deadly middle eastern virus two healthcare worker orlando	train	5
yale doctoral student admitted yale new hospital symptom read	train	8
patient symptom prompt lock amarillo tx flight w nd vic	train	8
northern california rocked magnitude earthquake magnitude earthquake hit norther	dev	1
one week work flood hit area found many kashmiri pandits returned valley without	train	6
dear photographer please get plane nepal	train	10
hindu india stretched hand towards valley kashmir ravaged flood laudable	train	6
per president directive send urgent humanitarian aid pacific island hit	train	9
torrential flood water sorsogon typhoon ph	train	7
weather gang formidable tropical cyclone pam bear south pacific	test	9
heavy rain jammu kashmir day imd new delhi breather flood ravaged jammu	train	6
plz beware fake profile spreading fake news using identical tweet love ht	train	0
pm today made landfall e visayas heading toward masbate	train	7
reporting brother zachary safe made contact family	train	10
mt video mother killed u	train	0
form word ebola old able	train	8
question deadly middle eastern virus showed indiana	train	5
california wine cellar wine maker earthquake insurance wld figure really know	train	1
relief team sending food relief pkts aru pokhari gorkha need tent anyone approach helico	train	10
baby know chile tsunami need word encouragement love x	train	2
starting day hot cup super morning	train	7
incredible new picture damage quake near napa	train	1
ebola fact ebola scary disease kill time cure	train	8
hey website experiencing load shedding	train	7
lower standard tf game	train	4
deeply sorry hear earthquake news may lord	train	2
sending prayer love light people chile	dev	2
governor brown issue statement south napa earthquake	train	1
sizable aftershock napa earthquake rattle resident	train	1
bbc news growing concern air transmission ebola	train	8
thank contacted u regarding friend chile recent earthquake far	train	2
flood wreak havoc uttarakahand assam uttar pradesh bihar lakh affected via zee news	train	4
usa news hot news earthquake northern california earthquake strongest year	train	1
two orlando health worker showing symptom exposured patient	test	5
magnitude earthquake hit northern california weekend prepared big one hit b c	train	1
confirmed death least people evacuation center team en route	train	9
video restaurant scoured quake survivor rescuer nepal still hopeful	train	10
saudi question mecca preparedness mers spread mers virus spread saudi question mecca preparedness	test	5
huge global danger disease exported crowded nation w weak pub health think asian sub continent talk glo	train	8
pls great primer help stay informed	dev	10
slept hour plane unable sleep monitoring family evacuated lord jesus mercy	train	7
cyclone pam vanuatu scene destruction south pacific storm cyclone pam vanuatu scene destruc	train	9
prayer strength amp perseverance go family balochistan almighty mercy	dev	0
latest flood fury uttarakhand assam bihar lakh displaced zee news zee newsflood fu	test	4
many dead nepal india flood least people reported killed flo via	train	4
path hurricane odile destruction seen instagram hurricane odile cam	train	3
tarpaulin billboard rolled know storm coming	train	7
worst may samar island staying cautious calbayog look largely intact still ass damage	train	7
two american caught ebola west africa brought u treatment	train	8
cyclone nathan blow steady new zealand herald	train	9
flash flooding concern due tropical moisture odile xoxox stay safe	train	3
watch discus rescue effort nepal	train	10
really hoping damage destroy place anyone area ha	test	3
florida health worker symptom mers patient contact	test	5
middle east iran ostan e sistan va baluchestan iranshahr preliminary earthquake report	train	0
path hurricane odile destruction seen instagram hurricane odile came ashore ca	train	3
people flee home typhoon hagupit	train	7
cyclone damage island vanuatu	train	9
new september pam anderson amp jenny mccarthy factory sealed	train	9
please victim neighbor need help	train	3
update pm dec typhoon ruby located km ese catarman northernsamar km east dolores easter	dev	7
km nw copiapo chile utc via	train	2
airport shut october hurricane damage many hotel hope reopen mid late october	test	3
jawbone data show many woke napa earthquake magnitude earth	train	1
network reach home f prayin family safety	dev	7
california earthquake reminds vintner merchant fragility napa success napa calif twenty year	train	1
army rescued thirty thousand people stranded flood water	train	6
really would like shut rest life	train	4
sad search body little girl yet found	test	6
support rebuilding effort nepal working local red cross chapter	train	10
get ap seek help best decision made	test	3
child help mud house collapsed following town ht	train	0
member respond napa earthquake via	train	1
center disease cntl website info airport traveler health worker etc	train	8
pm graveyard famous line ajk pm forced tent office http	train	0
two people florida show symptom deadly mers virus world health organization held	train	5
watching hearing congress people actually listen answer single question ask	train	8
bqt bot richard koshimizu lecture world gang association	train	0
right thousand people urged evacuate inland coastal area chile strong earthquake	train	2
business tacloban reopened today restaurant amp supermarket	train	7
cr j kyller tacloban available interview pictured early day	train	7
let u join hand pray nepal earthquake victim may prayer give strength rise	train	10
dead flood wash away home nepal india monsoon flood nepal india c	train	4
pres believe point airborne transmission bodily fluid hold virus become airb	train	8
earthquake near san francisco start shaking california	train	1
email halyk shoot email update helping nepal	train	10
thought people nepal	train	10
almost one million child urgent need aid nepal earthquake via	train	10
ndrrmc released list area deemed critical typhoon approach country	test	7
breaking internet service provider smart communication already shutdown g g signal http	train	7
already devastated south western region shaken strong magnitude	train	0
blood bank site sign membership amp make ongoing charity amp b contacted need donor	train	4
damage figure home business million per via	train	1
typhoon tear home philippine abbott cut aid	train	7
path hurricane destruction baja peninsula seen via instagram	test	3
earthquake chile yesterday earthquake northern california early morning earthquake peru	train	1
update pm class suspension tuesday december	train	7
napa earthquake reminder prepared emergency responder	train	1
damn american need help hope everyone safe okey	train	2
km ese hachijo jima japan jst	train	0
death toll rise magnitude earthquake devastates nepal	test	10
seriously people even say boy breaking irrelevant honest	train	4
thought heart napa friend affected earthquake	train	1
cyclone pam death toll rise vanuatu begin ass damage gu	train	9
reaching victim challenging part without road network	test	0
allah g protect u help u recognize right wrong truth lie light darkness ameen	train	0
beyond devastated hear see damage cabo thought prayer	test	3
jammu kashmir army rescue people flood column deployed via	train	6
coast southeastern alaska	train	0
fascinating know new video bat transmit many disease like ebola	train	8
great shakeout earthquake drill october california earthquake highlight importance preparedness	train	1
cyclone pam dozen feared dead vanuatu one worst storm pacific	train	9
symptom appear day exposure	train	8
pam russell amp susan hamilton talk nation	dev	9
talking earthquake pakistan gmt	train	0
know dame well india looked flood	train	4
always wondered air force keep big bulky plane till saw indian air force	train	10
flood kashmir could mean tourism book himachal read	train	6
august northern california quake linked decade overpumping groundwater los angeles time wip	train	1
ajenews aftershock reported death toll nepal quake hit killed	test	10
click exit isle squall effect	train	9
nepal earthquake samahope aid medical staff crisis bloomberg business	train	10
arriving team philippine need support ever	train	7
cyclone pam formidable clearing eye hurdle knot sub mb pressure	train	9
path hurricane odile destruction seen instagram hurricane odile came ashore	train	3
killed collision train autorickshaw bihar	test	4
bomb cairo university hit riot police dead	train	2
fellow malaysian need u wish donate please contact	train	10
updated mers cov case definition infection prevention control guideline saudi moh may th	test	5
tomorrow seismic retrofit guarantee protection napa	train	1
facebook safety check viber google technology stepped nepal help search relief effo	train	10
sending well wish way mark hb young nats hope used plenty glue roadside hoarding	train	9
v people registered storm shelter brace typhoon	train	7
praying stay strong give bfb	train	10
luckily minor damage open business built type thing thought prayer ever	train	3
question handling case u call medical swat team	train	8
magnitude earthquake hit km sw iquique chile	train	2
monsoon flood nepal india death maroon village sweep away straw hut	test	4
saudi arabia find another mers case disease spread	train	5
want girl friendly want stuck want people know got boyfriend	train	4
finally jungjoo al bakistanis captured last hindu frontier nepal http	train	10
connecting pam amp access solution give control amp audit access whole new way	train	9
devastates regional disaster scheme help fund gvt rebuilding effort	test	9
meet wrestlecon april th saturday pm info visit meet lt lt	train	2
solmar family resort major damage far heard broken toe injury	train	3
right emergency team solomon vanuatu fiji working hard help thousand affected cyclone	dev	9
caught hurricane pledge help victim mexico	train	3
dronemaniac abc emergency abcemergency drone footage taken abc brant cumming show	dev	9
northern california skater make use earthquake damage	train	1
one strongest tropical cyclone take aim h	dev	7
news chief appeal philanthropist generous donation	train	0
cnn earthquake slam nepal devastating loss people history	train	10
video wedding tragedy groom dy flood flooding kashmir	train	6
million flee typhoon hagupit tear philippine	train	7
least aftershock hit napa county california since sunday magnitude quake http	train	1
class level today	train	7
hehe luke hate already naturally going wake tomorrow	train	4
r surveying damage following gt	train	1
nepal fundraiser tomorrow day gurkha cafe cockburn street	test	10
ap powerful chile earthquake shake coast	train	2
typhoon slam philippine million flee powerful typhoon ploughed central philip	test	7
clean water electricity shelter displaced government main focus	train	3
tsunami alert chile emergency office say evacuation ordered coastal area nationwide	train	2
jawbone data show many woke napa earthquake	train	1
animal move higher land flood water inundate national park	train	4
nepal india flood leave nearly dead score missing	train	4
amazing animation chile april tsunami moving across pacific	train	2
san diego fiance pleads hurricane odile aid cbs san diego	train	3
infographic sign symptom prevention method need know	train	5
mt mapaction vanuatu map digest v	test	9
oxfam comment laurelle keough gunjan jain	train	10
victim still waiting aid amp relief	train	0
amp coordination govt donates million rupee flood victim	train	6
booking trip new caledonia within next day hell yeah	train	9
viii inconsistency right	dev	2
tsunami reach cm pacific coast japan following earthquake chile	train	2
listen update talk base camp amp gt amp gt	train	10
monsoon flood causing havoc kashmir region still divided india pakistan	train	6
chile tsunami warning earthquake hit country please	train	2
earthquake chile local time today february th devastating magnitude ear	train	2
weakened tropical storm move toward province marinduque	train	7
list critical area emergency preparation highly recommended keep safe everyone please spread ht	train	7
achieved growth year earthquake	train	2
relief assistance collection camp established supervision pakistan army karachi	train	0
pattern doc disease progression show may contagious rode subway	train	8
climate change intensifying risk hundred million people ban	train	9
express deepest sorrow devastating may allah grant speedy recovery	train	0
nepal earthquake everest cleared dozen briton still missing	train	10
food amp water desperately needed near cabo cush hotel people looting fighting please help	train	3
earthquake california earthquake san francisco northern california stru	train	1
current outbreak began december involves transmission guinea	test	8
hurricane odile briton found dead mexico	train	3
nepal quake kathmandu dire need aid	train	10
catch africa teh chance die linked	train	8
dispatched three truck loaded relief good victim	train	0
stay safe philippine amp share important hotlines forget charge phone h	train	7
eruption quake cyclone vanuatu man survives eruption landslide	train	9
wondering shrine jammu kashmir revered family faring flood	train	6
napa mop wine tally loss quake napa valley quake wreaked havoc california wine	train	1
help nepal right via	train	10
jammu kashmir flood pm modi asks official ramp relief ops	train	6
maurice charles reuters death toll magnitude earthquake climbed	train	10
madrid derby tou hojaye yaar pehle ba	train	0
praying victim earthquake nepal pls help raise relief money donating	train	10
devastating amount death nepal due earthquake	dev	10
people think caused earthquake back ancient time	train	10
say time declare public health emergency feel better infection control prevention could contain virus	train	5
picture cabo san lucas baja california incredible hurricane put place blender much destruction	train	3
dr hafeezurrehman president reached awaraan rescueteam quake affected area amp moving deep town	train	0
convicted say blamed death	train	0
nepalquake despite heavy rain completed food distribution gorkha district	train	10
ummah welfare trust providing cooked food flood hit punjab	train	6
r appeal nepal earthquake relief fund r rescue work continues nepal day	train	10
cyclone pam vanuatu awaits first wave relief news worst hit island vanuatu e	train	9
four killed typhoon slam philippine	test	7
reading disease punishes false confidence	train	8
resort report damage hurricane odile	train	3
world health organization frequently asked question virus disease	train	8
hurricane odile slam mexico baja california hurricane odile leaf extensive damage hom	train	3
enroute bus people travelling bus started around morning	train	10
area state calamity december	train	7
vanuatu development wiped monster cyclone pam	train	9
eto everton earthquake strike northern california abc news	train	1
bollywood celebs pray safety post nepal earthquake strong earthquake measuring richter scale rocked nepal	train	10
video woman survives flash flood report surface	test	4
wowaa photo killed massive earthquake nepal today	test	10
hospital srinagar incl government child hospital jammu kashmir capital hit flooding	train	6
bbc news quake island emits flammable gas	dev	0
sometimes come point left behind catch	train	4
prayer strongest wireless connection	train	7
flight advisory due super typhoon international name flight cancelled	test	7
team nepal working closely government helping hospital amp rescue work centre converted sh	train	10
kindly google person finder kashmir rescue form	train	6
breaking news dead hospitalised high salt consumption ebola prevention	train	8
mers cov become pandemic according disease expert	train	5
major damage cabo san lucas hurricane odile	train	3
death toll rise may soul rip	train	0
cyclone nathan move away coast heavy rain continues	train	9
news pakistan pakistan flood loss damage map	train	6
incredible raw footage earthquake tsunami chile bigger earthquake due soon	train	2
bbc click bbcclick see drone used help aid relief following nepal earthquake	train	10
question deadly middle eastern virus showed indiana via careful relax	train	5
nerve felt nice sick want go want push get sick ughhh	train	2
india inadequate response kashmir flood stoking separatist passion region	train	6
earthquake kill bengal chief minister mamata banerjee phone pm modi massive earthquake nepal felt part ind	test	10
ground responding affected help u help	train	10
typhoon hagupit slam philippine speak may friend family keep safe	train	7
doctor office screening questionnaire thank	train	8
fc personnel martyred bla blf terrorist open fire relief facility	train	0
nobody immune ebola virus spread message prevention cure wash hand often possible	train	8
ihh search rescue team begun work earthquake hit nepal	dev	10
strong equatorial rossby wave mjo seen march t evolved	train	9
keiji fukuda concern emergency committee weakness infection prevention amp control gap critical info	train	5
first symptom headache myalgia fatigue fever many viral infection	train	8
earthquake mag km se san fernando california	train	1
breaking earthquake magnitude registered close iquique chile usgs report	dev	2
aid group knew earthquake nepal would disaster also knew could never raise enough help	test	10
fg withdraws approval nano silva ebola treatment produced nigerian scientist read full reason ht	train	8
call nepal free viber dial number keypad code select viber contact page	train	10
devastating flood nepal india brought huge rainfall tomasz explains	train	4
photo hurricane odile damage cabo san lucas mexico morning storm make landfall	train	3
advisory pup metro manila campus tomorrow december tuesday	train	7
disease outbreak feared flood affected area nepal india death toll rise	train	4
hundred dead monsoon brings chaos northern india nepal	dev	4
suspect coronavirus sign temperature body elevate	train	5
israel criticized touting nepal rescue gaza still ruin	train	10
international medium coverage	train	0
two pilbara port shut tropical cyclone olwyn approached significant impact operation port hedland	train	9
people affected five district awaran panjgur chaghi khuzdar gwadar death wounded	train	0
flood rapti water level touch new high killed	train	4
cdc concerned airborne transmission ebola virus	train	8
novice national vanuatu president sendai meeting appeal help cyclone president vanuatu	train	9
column show federal spending infectious disease like gong back	dev	8
vanuatu president call immediate help monster cyclone damage assessed vanuatu	train	9
may god give strength family kashmir flood victim go indian army power	train	6
travel advice hurricane british citizen needing assistance please call option	train	3
dispatched three truck good tent medicine video	train	0
central alaska september gmt	train	0
tireless service india army battalion amp boat	train	6
follow update website amp donate medical disaster response camp	train	10
yoga nepal fundraiser tag team yoga teacher croyde beach donation nepal bank holiday monday	dev	10
cool data analysis today napa earthquake amp effect sleep data engineer via	train	1
lol nigga laying knocked go bae wake get top smh	train	4
caltech based seismologist say napa earthquake damage predictable	train	1
shame hurricane odile massive damage cabo trip booked november sure still go	train	3
omg earthquake mexico today earthquake chile last week	train	2
prayer thought everyone involved tragedy nepal	train	10
path hurricane odile destruction seen instagram hurricane odile came ashore ove	dev	3
chicago men return nepal experiencing earthquake	train	10
damage typhoon outside ford fatima village tacloban city	train	7
possible richter scale wow god time	train	2
want dedicate performance people nepal people baltimore	train	10
least killed dozen feared dead cyclone pam hit vanuatu via	dev	9
enough fricking earthquake need fracking earthquake	train	1
typhoon hagupit ruby p update	train	7
death disruption north eastern india flood kill people maroon four lakh people uttar pradesh	dev	4
save started praying time animal helping realize	train	0
notebook mt pm taking aerial view flood affected area jammu amp kashmir	train	6
worried look sign symptom according	train	8
abduction panjgur instead helping affected victim army continues ter	train	0
blogpost strength human spirit cyclone pam slam vanuatu	train	9
apr afp chilean return home huge quake kill	train	2
hurricane odile slam mexico baja california hurricane odile leaf extensive damage home hotel busin	dev	3
magnitude coast tarapaca chile via	train	2
pakistan going flood imran qadri remain stubborn love ego care flood affected ht	train	6
embarrassing dead worst flood sex decade	train	6
california quake damage historic building strongest quake hit bay area year injured dozen	test	1
fury north india killed flood alert	train	4
globe advisory libreng tawag station read	train	7
girl say want relationship like jim pam lying girl willing wait till engaged make move	train	9
need help ram house help year stuck hour west kathmandu w broken left hand leg cont	dev	10
dua jamu amp kashmir flood effective people request indian plz help helpless people	train	6
center disease control report first case united state	test	5
going pray people nepal god hear prayer would stopped	dev	10
reactivity proactivity philippine learn prepares	train	7
symptom please share follow	train	8
survived hurricane odile category storm cabo san lucas mexico entire city destroyed thanks prayer	train	3
vanuatu president yes climate change contributing	dev	9
african country helping apart south africa	train	10
deadly blast hit peshawer dozen dead week christian killed church blast	train	0
sir plz tweet	train	10
may pm progress toward treatment surging mers virus via	train	5
huracan odile affected cabos service panamerican congress next thursday decide new site keeping date nov cmim	train	3
volunteer distributing cooked meal daily among people stranded flood water	train	6
world hurricane odile spread destruction mexico baja	train	3
pic playa grande damage	test	3
kashmiri pandits thank congress evacuating kashmir well advance flood	train	6
yep earthquake chile even dumb	train	2
come join free cash registering free let u make money	train	0
hit chile near coast depth km c	train	2
detail pentagon send engineer amp logistical specialist help build treatment center	train	8
northern california september gmt	train	0
latest ebola treatment drug vaccine ebola virus continues ravage west africa nigeria recor	train	8
encontrado fool belief de doobie brother con	dev	2
quake island gwadar emits flammable gas	train	0
california quake mean big damage napa valley winery	dev	1
symptom nausea vomiting diarrhea bloody red eye chest pain amp cough stomach pain severe weightloss bleeding f	train	8
pagasa metro manila expect strong wind light moderate rain tonight december may placed sig	train	7
puerto rico region	train	0
maybe whoop behave mr pam	train	9
scottish world bank worker peter wallace help ravaged island clean cyclone pam via	dev	9
thousand need food shelter cyclone pam rip vanuatu	train	9
hell shut fuck taco	train	4
launched person finder instance help track missing person earthquake	train	10
rain fury north india people killed flood uttarakhand dead uttar pradesh bihar renewed flood alert	dev	4
let u pray countryman experiencing typhoon tonight may lord guide challe	train	7
death roll cro nepal	train	10
help request sufferer	train	0
embrace social medium aid flood victim kashmir srinagar kashmir	train	6
um homeroom teacher talking hurricane cabo boyfriend cabo last time heard dead know	train	3
according modi helping nepal gujrati trapped woman worst week old rott	train	10
punjab government refused accept aid money r crore given kp govt flood relief	train	6
east lancashire school urged help victim recent cyclone pam vanuatu lancashire telegraph	train	9
tropical cyclone nathan cooktown warned cyclone could worse	train	9
always swayamsevaks amp army saw rescue work j amp k garhwal flood	train	10
japan issue tsunami advisory part pacific coast magnitude quake chile http	train	2
california chill huge earthquake like	test	1
new propaganda frm brp quake victim face military offensive instead relief brp	train	0
flood fiction hope done tax payer amount somehow	train	4
latest mers man test positive mers virus show sign illness needed	train	5
deadly monsoon hit india nepal	train	4
kpk govt dispatch truck relief good balochistans quake hit area peshawar th	train	0
india news flood situation grim bihar assam flood situation grim bihar assam	train	4
way lipa city	train	7
nigeria call ebola help question	train	8
today take moment silence send well wish affected earthquake nepal	train	10
meadowbrook lane napa skater finding upside quake damage photo photo jeremy carroll	train	1
natural hazard severe flood event uttar pradesh region india natural hazard severe flood event asia	train	4
someone special may warming today make yo aquarius	train	4
technology reveals slept northern california quake sfgate blog	dev	1
pak soldier present awaran khuzdaar rescuing saving life number increase morn	train	0
news punjab cm announces govt released r flood hit district	train	6
omg absolutely love lijnofujnpdknle lt	train	2
put gmt waiting napa earthquake excuse	train	1
cyclone pam prompt action vanuatu sendai conference ip per year hosting	train	9
trent thing know killer disease ebola cnns dr gupta	dev	8
cnn missed india list nation helping nepal amp india pouring heart height presstitution	train	10
indian air force indian army ndrf indian navy join rescue relief ops nepal medical staff	train	10
everyone stay safe aftershock expected	train	1
california photo ever maybe napa image	dev	1
case put alert infectious disease	train	5
storm surge advisory oras eastern samar	train	7
late night hugot	train	7
next wait really love music	train	4
hurricane odile slam mexico baja california hurricane odile blazed trail destruction mexico	test	3
near island aleutian island alaska	train	0
caused valley fault explained	train	1
usgs report km n yucca valley california utc	test	1
campaign going miss nepal win multimedia award many people know dr govinda kc need fierce campaign	train	10
dtn usa hurricane odile leaf trail destruction baja peninsula hurricane odile made landfall cabo	train	3
distress call rcvd hno balgarden near netaji school opp police bunker water upto floor house shaking	train	6
prayer go got injured thankful god daughter okay	train	1
photo flooding northeast india stretch far eye see	train	4
quake may cost billion damage vineyard restaurant via	train	1
nitish native place district bihar affected flood four district includi	train	4
pam act like piece	train	9
ethicist discus get experimental treatment	train	8
round clock control room indian consulate birgunj active following number	dev	10
historic tower built collapse quake	train	10
good job bihar	train	10
watched vanuatu episode poor people	train	9
step toward developing treatment newly emerging virus	train	5
channel news hope dream crushed like home millerc report alongside rescue team	train	10
mers cov information amp prevention tip via department health philippine	train	5
nepal economy shattered quake recovery take year	train	10
astaghfirullah heartbreaking photo may allah save victim ameen	train	10
shahbaz sharif beg people donate fr punjab flood effectees bt pay single penny frm billion dollar investm	train	6
every time read new deadly disease spreading start replaying movie contagion mind thanks mers	train	5
food processing minister appeal processed food industry donate packaged food nepal earthquake victim	train	10
earthquake felt larkana	train	0
skater make best napa earthquake shredding buckled street	train	1
house destroyed awaran kech deadbodies recovered ruble victim need imme	train	0
california earthquake california earthquake strike san francisco bay area mandari	train	1
thanks tuning right back update	train	10
felt strike km w min ago please report	dev	0
top expert give idea control yearly flood problem assam make excess water asset	train	4
worry korean say watch	train	2
miracle rubble baby boy found alive unharmed hour earthquake nepal	train	10
san francisco bay area start accessing damage could reach b magnitude earthquake	train	1
update chilean navy say cancelled tsunami alert chile coastline following magnitude earthquake abcnews	train	2
earthquake two aftershock sui far california happy honeymooning dad krista	train	1
n california earthquake damage could reach b northern california cleaning one day suff	train	1
army iaf rescuing flood victim j amp k see	train	6
talking end war ttp pawn put damage need understand	train	0
leaf death destruction path http	dev	9
pack cost php amp consists kilo rice sardine canned meat noodle amp coffee	dev	7
retweet would wife alex morgan	train	4
hate earthquake another big one safe	train	2
thinking specially family young child pregnant mother elderly v proud first scene	train	9
earthquake shake california	train	1
powerful image vanuatu amp long process rebuilding	train	9
odisha flood death toll reach water level recedes slowly via	train	4
deadly monsoon hit india nepal	train	4
gandara bypass rd going catbalogan samar unpassable vehicle river overflowed waist deep	train	7
crikey hundred dead monsoon hit india nepal	train	4
cdc confirms first case virus american disease highly contagious deadly	train	5
cyclone pounding vanuatu huge caused flooding mile away tuvalu	train	9
second case mers virus found florida cdc say center disease control belief case lik	test	5
impossible keep rising death toll nepal earthquake link ongoing coverage	train	10
cyclone pam vanuatu death toll hit people displaced	train	9
follow people follow	train	2
saudi question mecca preparedness mers spread mers virus spread saudi quest	train	5
xkcd predicted future	train	1
qc mayor bautista declares suspension class level private amp public tuesday december via	train	7
